game_id,Home_team,away_team,points_scored,passing_yards,rushing_yards,receiving_yards,touchdowns,receptions,fumbles_lost,expected_points,player_id
1807,BUF,CLE,29,316,171,60,3,4,0,33,43307
1808,ATL,WAS,34,369,17,103,4,1,2,36,43307
1809,WAS,BAL,20,458,48,123,1,1,2,16,43313
1810,GB,WAS,32,50,102,2,3,6,2,4,43313
1811,ATL,SEA,48,394,65,150,4,3,1,51,43313
1812,TB,NYJ,11,404,66,134,2,1,1,96,43313
1813,MIA,PIT,14,58,53,119,2,4,0,66,43313
1814,MIA,CAR,27,20,136,82,0,7,2,33,43313
1815,ATL,NYG,21,186,155,51,3,1,0,37,43313
1816,DEN,SF,17,30,28,107,2,3,2,29,43313
1817,DET,NYJ,17,128,98,148,0,0,1,26,43316
1818,LA,JAX,18,127,50,118,3,3,0,71,43316
1819,CAR,ATL,16,187,87,158,3,5,0,81,43316
1820,NYG,DET,44,291,140,26,0,8,1,43,43316
1821,NYJ,NO,47,470,102,60,0,1,2,1,43316
1822,CHI,NO,21,19,168,101,0,2,0,51,43316
1823,LA,NE,20,487,161,197,1,5,1,61,43316
1824,CIN,ARI,23,54,63,164,4,8,1,66,43316
1825,IND,DAL,13,293,198,42,3,0,0,89,43321
1826,SEA,IND,20,478,53,143,4,8,0,66,43321
1827,PIT,ARI,16,471,158,181,1,7,0,69,43321
1828,GB,NYJ,17,325,163,72,3,5,1,63,43321
1829,PIT,NYJ,25,53,164,56,0,0,0,49,43321
1830,PHI,DEN,42,426,58,175,4,1,0,84,43321
1831,CAR,NYG,12,375,127,166,0,3,0,0,43321
1832,ARI,TB,38,134,69,179,1,9,0,12,43321
1833,ARI,WAS,22,23,154,119,1,9,0,92,43324
1834,HOU,ATL,19,446,140,154,4,6,2,85,43324
1835,NYJ,DEN,11,145,181,16,2,0,1,27,43324
1836,NE,DET,34,373,62,62,4,2,1,67,43324
1837,IND,CHI,41,249,114,108,1,2,1,0,43324
1838,CHI,ARI,17,270,46,16,1,1,0,57,43324
1839,ARI,CHI,24,485,37,15,4,3,2,40,43324
1840,SEA,BUF,39,235,1,118,3,9,2,60,43324
1841,CIN,SF,21,357,48,3,1,1,2,76,43325
1842,LV,ATL,29,334,113,40,0,3,2,61,43325
1843,LA,CIN,34,19,32,24,3,4,0,49,43325
1844,LV,PIT,23,389,140,151,1,8,0,67,43325
1845,ARI,MIN,36,80,80,107,1,0,2,83,43325
1846,NYJ,BUF,28,328,122,175,4,0,0,62,43325
1847,LA,MIA,41,292,192,36,1,8,0,11,43325
1848,NYG,LV,46,23,81,3,2,8,1,83,43325
1849,TB,SF,14,243,166,170,0,9,0,49,43326
1850,PIT,GB,41,251,161,180,1,3,0,25,43326
1851,LA,LAC,40,33,79,131,3,1,2,82,43326
1852,LV,JAX,35,109,130,169,1,4,1,1,43326
1853,KC,NYJ,39,309,37,63,0,0,1,98,43326
1854,IND,DEN,46,192,26,146,4,7,1,22,43326
1855,DAL,LV,27,202,134,39,3,8,2,90,43326
1856,BUF,ARI,32,122,105,25,4,8,0,59,43326
1857,JAX,NO,25,329,94,41,3,4,1,67,43327
1858,DET,NYJ,16,29,78,28,1,4,1,61,43327
1859,PIT,BAL,43,437,150,21,3,7,2,92,43327
1860,SEA,MIN,16,343,43,156,4,8,1,97,43327
1861,CHI,SEA,26,61,71,88,0,7,1,98,43327
1862,TB,ARI,33,417,148,179,0,7,1,47,43327
1863,SF,NYJ,29,49,10,53,2,1,0,27,43327
1864,NE,CLE,39,207,143,64,1,4,2,73,43327
1865,SF,CAR,18,253,22,56,2,3,1,97,43329
1866,BAL,NO,25,144,189,0,4,3,1,32,43329
1867,NYJ,LV,14,378,64,170,3,8,2,67,43329
1868,NO,LAC,38,63,100,122,2,8,0,92,43329
1869,ARI,BAL,32,468,5,155,2,4,0,91,43329
1870,NYG,IND,20,458,45,136,2,3,2,93,43329
1871,DAL,CAR,48,22,157,25,0,2,0,71,43329
1872,BAL,LV,43,402,30,110,1,8,1,24,43329
1873,GB,NYJ,42,26,30,75,1,7,2,75,43332
1874,NO,PHI,26,190,105,109,1,7,1,47,43332
1875,NYJ,MIN,48,81,108,71,4,4,0,39,43332
1876,DET,DEN,29,316,62,154,0,2,0,8,43332
1877,LV,TEN,11,134,65,35,1,1,2,47,43332
1878,ATL,BAL,41,300,181,133,4,3,2,79,43332
1879,PIT,WAS,11,470,54,148,3,5,2,82,43332
1880,TB,GB,41,219,74,140,0,2,2,24,43332
1881,IND,ATL,23,475,106,182,4,2,1,72,43333
1882,WAS,ATL,42,27,8,186,1,7,1,64,43333
1883,NE,TEN,49,376,22,129,4,5,1,71,43333
1884,PIT,WAS,40,392,198,70,1,5,1,30,43333
1885,PHI,SF,46,459,18,9,1,6,2,14,43333
1886,LA,DET,15,295,58,30,0,0,0,64,43333
1887,NE,BUF,12,48,39,174,3,4,0,82,43333
1888,TB,NO,45,295,85,100,3,0,0,74,43333
1889,LA,DAL,17,452,125,49,2,1,0,76,43334
1890,CAR,HOU,43,27,15,184,0,0,1,18,43334
1891,CLE,NE,24,11,104,101,2,2,0,12,43334
1892,CAR,SF,47,482,24,26,3,7,2,43,43334
1893,WAS,BUF,37,99,45,97,3,6,1,93,43334
1894,KC,DET,11,76,44,1,3,8,1,14,43334
1895,TEN,JAX,28,273,192,94,0,7,2,50,43334
1896,ATL,BUF,35,138,184,166,0,9,0,54,43334
1897,LV,HOU,28,490,61,164,4,3,0,64,43335
1898,NE,BUF,12,496,57,44,1,5,1,2,43335
1899,TB,NYJ,25,97,72,156,2,7,1,38,43335
1900,TB,SF,21,399,157,10,3,5,1,41,43335
1901,MIA,ARI,31,455,191,186,3,6,2,94,43335
1902,IND,NYG,11,202,148,141,2,4,2,15,43335
1903,JAX,TB,41,433,4,89,2,5,0,14,43335
1904,MIA,TB,28,94,30,119,2,0,1,63,43335
1905,NO,LAC,29,184,48,16,0,7,1,46,43336
1906,TB,CAR,30,74,126,182,2,8,1,85,43336
1907,GB,NE,10,284,160,7,0,6,1,66,43336
1908,PIT,CHI,15,89,98,154,2,4,1,37,43336
1909,BUF,IND,32,3,12,119,3,3,2,76,43336
1910,HOU,NYJ,11,397,97,132,4,9,2,89,43336
1911,WAS,CLE,36,409,89,94,1,8,0,35,43336
1912,KC,NYJ,46,357,150,153,0,8,2,56,43336
1913,JAX,HOU,29,305,22,74,3,5,1,27,43338
1914,LA,DET,40,284,65,69,0,8,2,68,43338
1915,IND,CIN,22,108,181,178,4,9,0,63,43338
1916,DEN,NO,36,420,28,76,1,4,0,19,43338
1917,TEN,CHI,43,222,5,92,1,1,2,6,43338
1918,HOU,DAL,13,394,177,63,4,1,1,99,43338
1919,NE,LV,37,14,111,188,2,7,1,52,43338
1920,KC,CHI,21,279,131,42,4,0,1,73,43338
1921,MIN,BUF,24,245,3,48,0,1,2,5,43344
1922,GB,SF,39,84,122,170,3,1,0,37,43344
1923,LA,HOU,18,290,42,67,0,9,1,6,43344
1924,CIN,DAL,28,109,40,136,2,7,0,47,43344
1925,MIN,TEN,38,59,66,94,1,5,0,8,43344
1926,DET,DEN,26,190,84,147,4,1,0,95,43344
1927,TEN,SF,31,463,182,197,4,4,2,21,43344
1928,CIN,NE,17,232,58,166,2,0,0,38,43344
1929,CAR,LAC,14,64,103,31,4,8,2,95,43345
1930,CIN,DAL,34,451,43,27,4,3,2,96,43345
1931,DAL,TEN,20,153,106,77,3,7,1,12,43345
1932,TB,NE,34,359,71,78,2,5,0,66,43345
1933,CHI,IND,44,480,8,96,0,9,1,30,43345
1934,DET,NE,32,92,135,137,4,3,1,8,43345
1935,NO,SEA,27,443,66,31,4,6,0,7,43345
1936,BUF,DET,38,349,82,171,2,8,1,53,43345
1937,CLE,HOU,49,92,77,42,4,6,2,99,43350
1938,NE,JAX,19,101,103,125,0,2,2,2,43350
1939,NYJ,BUF,14,257,102,81,2,5,1,28,43350
1940,TEN,ARI,40,90,181,9,3,4,0,25,43350
1941,MIN,WAS,46,157,165,186,2,8,2,36,43350
1942,SEA,CAR,46,212,196,71,3,8,0,67,43350
1943,WAS,CIN,34,415,90,42,4,8,0,41,43350
1944,LAC,DEN,32,443,118,90,0,7,0,78,43350
1945,BUF,DET,43,242,12,4,4,5,1,95,43351
1946,HOU,BAL,42,181,160,12,3,6,2,3,43351
1947,CHI,LA,24,284,107,135,3,0,2,26,43351
1948,TB,PIT,21,105,39,114,4,5,0,56,43351
1949,JAX,NE,12,346,103,169,1,9,2,91,43351
1950,DEN,LAC,31,35,125,42,2,3,2,64,43351
1951,NYG,SF,37,260,165,46,4,2,0,7,43351
1952,NO,ARI,48,115,13,18,1,2,0,65,43351
1953,LV,DAL,48,155,4,151,0,3,2,67,43352
1954,ARI,CAR,44,351,79,138,3,8,2,29,43352
1955,NO,ARI,40,139,34,36,3,2,1,39,43352
1956,BAL,NO,34,298,190,15,2,7,0,85,43352
1957,MIN,LAC,38,73,183,143,3,7,0,1,43352
1958,LAC,TEN,40,113,101,58,1,8,2,38,43352
1959,CAR,BAL,46,310,3,83,3,7,0,5,43352
1960,PHI,DEN,18,301,70,142,3,8,0,38,43352
1961,PIT,NE,13,401,153,62,3,8,0,35,43353
1962,SEA,LV,27,439,41,29,4,2,2,24,43353
1963,DEN,SEA,23,1,38,40,3,0,0,90,43353
1964,JAX,ATL,21,414,93,44,3,0,0,17,43353
1965,DEN,NYG,49,147,93,87,3,2,2,92,43353
1966,CLE,DEN,33,372,23,85,2,0,1,14,43353
1967,NYJ,BAL,18,490,167,81,3,0,1,75,43353
1968,DET,CHI,38,391,51,60,4,8,1,31,43353
1969,NYJ,DEN,15,270,125,158,1,5,1,11,43354
1970,PIT,KC,21,220,107,150,0,1,2,70,43354
1971,ARI,WAS,29,122,128,99,4,5,1,46,43354
1972,SF,CHI,29,251,65,100,4,7,2,22,43354
1973,WAS,NYG,44,320,72,154,2,1,2,6,43354
1974,CLE,SEA,13,311,123,71,4,6,0,4,43354
1975,DET,MIA,39,404,59,101,0,7,2,46,43354
1976,DAL,SEA,20,200,142,167,4,3,2,69,43354
1977,CIN,TB,15,165,148,139,3,0,2,84,43356
1978,LV,NYJ,17,86,97,53,1,0,1,41,43356
1979,DAL,TEN,36,273,53,54,3,6,1,45,43356
1980,CAR,JAX,15,1,23,65,2,1,2,87,43356
1981,LA,NYG,35,69,23,64,0,2,0,2,43356
1982,CIN,TEN,11,410,10,70,4,6,2,75,43356
1983,CAR,CLE,25,218,82,163,0,8,0,50,43356
1984,TB,PHI,33,166,177,154,3,9,1,2,43356
1985,MIA,JAX,39,170,10,121,2,3,0,89,43358
1986,NYJ,TB,13,297,144,116,4,7,2,48,43358
1987,LA,BUF,18,238,147,78,3,8,1,75,43358
1988,LV,MIN,49,424,1,170,0,8,2,35,43358
1989,MIN,SF,49,4,102,142,3,1,1,53,43358
1990,KC,BUF,25,127,65,31,4,7,0,27,43358
1991,DAL,ATL,21,206,101,9,3,4,0,68,43358
1992,TEN,IND,20,210,185,87,4,3,1,54,43358
1993,HOU,NYJ,27,159,105,59,0,3,1,2,43361
1994,IND,DEN,45,264,114,151,1,4,1,6,43361
1995,HOU,CIN,20,369,125,12,2,0,0,37,43361
1996,CLE,NYJ,15,152,176,2,0,3,1,77,43361
1997,TEN,CAR,43,136,56,12,2,7,2,7,43361
1998,SF,CHI,19,458,53,65,1,1,1,46,43361
1999,CIN,DAL,45,232,80,160,3,5,0,84,43361
2000,DAL,JAX,16,134,168,175,4,4,2,20,43361
2001,DAL,NE,42,250,158,53,0,8,2,43,43362
2002,LV,PIT,27,433,103,152,3,2,1,44,43362
2003,NO,IND,18,222,39,140,1,4,2,15,43362
2004,IND,LAC,10,12,62,134,1,2,2,72,43362
2005,DET,LA,17,231,175,74,3,9,1,87,43362
2006,WAS,BUF,18,390,70,113,1,4,0,13,43362
2007,NYG,ATL,16,420,101,31,2,3,2,38,43362
2008,GB,NE,14,137,42,73,4,2,2,83,43362
2009,CHI,MIA,32,81,79,35,1,9,1,44,43367
2010,CIN,TEN,43,441,54,85,0,2,0,98,43367
2011,LAC,CLE,28,113,154,68,4,6,1,70,43367
2012,LAC,BAL,37,423,150,80,2,8,2,10,43367
2013,LV,IND,32,407,161,62,1,7,2,3,43367
2014,NO,PIT,28,91,120,20,2,6,1,59,43367
2015,SEA,MIA,36,478,101,179,0,9,2,83,43367
2016,SF,DET,20,14,185,16,0,6,0,55,43367
2017,CAR,MIA,37,108,116,138,0,5,2,53,43368
2018,NO,NYG,44,213,101,3,0,4,0,11,43368
2019,ATL,BUF,44,283,152,174,1,3,1,22,43368
2020,ATL,MIA,22,187,94,193,1,2,2,92,43368
2021,PHI,DAL,47,391,23,174,0,8,2,99,43368
2022,LA,NYJ,21,154,19,194,3,2,1,35,43368
2023,MIA,GB,13,339,178,188,4,0,0,11,43368
2024,SF,IND,28,250,158,65,4,4,2,53,43368
2025,IND,CAR,42,282,136,131,0,6,0,72,43370
2026,DAL,JAX,16,188,91,177,2,2,1,10,43370
2027,NYJ,BUF,44,108,105,8,2,7,2,84,43370
2028,HOU,LAC,15,241,39,47,4,2,2,48,43370
2029,HOU,MIN,19,109,106,9,0,6,0,9,43370
2030,CIN,TEN,44,142,196,119,2,8,1,75,43370
2031,IND,MIA,48,48,147,178,2,8,2,84,43370
2032,TEN,NYJ,25,144,129,76,1,0,2,45,43370
2033,DET,LAC,33,145,16,150,1,9,0,34,43373
2034,MIN,HOU,24,283,55,96,2,3,2,81,43373
2035,WAS,DAL,17,19,162,53,2,5,1,99,43373
2036,CLE,LA,17,139,66,99,1,5,0,90,43373
2037,ATL,JAX,37,357,67,58,0,4,0,57,43373
2038,DET,DAL,49,264,197,18,2,1,1,29,43373
2039,TEN,DAL,11,482,55,20,3,5,0,80,43373
2040,NYJ,IND,45,414,38,76,1,7,1,22,43373
2041,HOU,DAL,40,45,42,23,3,3,0,5,43376
2042,LAC,LV,26,137,89,103,4,5,0,72,43376
2043,NYG,DET,33,493,145,178,2,1,1,38,43376
2044,TB,NYJ,16,276,64,179,0,4,0,78,43376
2045,DET,LA,46,234,169,106,0,6,2,34,43376
2046,HOU,NYJ,18,390,40,142,1,8,0,26,43376
2047,BAL,TB,34,131,163,86,2,5,2,62,43376
2048,DAL,ATL,33,410,151,35,0,9,1,88,43376
2049,SF,LA,16,73,123,0,2,0,1,42,43378
2050,BUF,JAX,11,61,6,79,0,1,1,3,43378
2051,KC,LAC,39,493,4,98,2,6,1,50,43378
2052,LA,NE,10,250,166,66,2,2,0,86,43378
2053,GB,HOU,33,195,133,157,1,6,1,75,43378
2054,DEN,NYG,34,272,28,1,3,2,1,22,43378
2055,JAX,SEA,32,251,24,95,3,2,0,3,43378
2056,MIN,BAL,27,435,136,14,0,9,0,63,43378
2057,NYJ,TB,15,199,174,185,0,0,0,41,43380
2058,SF,LA,28,121,121,173,1,4,0,67,43380
2059,BAL,ARI,12,227,157,164,3,9,0,85,43380
2060,LV,TEN,46,438,102,10,1,9,0,80,43380
2061,KC,CLE,11,255,37,174,0,5,1,75,43380
2062,JAX,MIA,39,158,129,104,0,2,2,30,43380
2063,LA,NO,30,97,137,171,3,1,0,61,43380
2064,NO,SEA,36,282,86,174,0,3,0,16,43380
2065,ARI,CAR,27,87,105,71,3,3,0,31,43384
2066,GB,TEN,25,442,56,121,4,4,0,81,43384
2067,LV,NE,15,308,76,119,4,3,2,67,43384
2068,CAR,DAL,16,233,48,75,0,6,1,76,43384
2069,SEA,NYJ,29,252,32,18,1,8,0,40,43384
2070,NE,CAR,20,185,159,105,4,6,1,51,43384
2071,CHI,DET,10,181,2,162,4,6,2,14,43384
2072,CIN,WAS,27,133,123,18,1,7,1,51,43384
2073,HOU,WAS,31,498,4,8,4,1,2,49,43387
2074,ARI,SF,21,179,80,71,0,1,1,93,43387
2075,LV,CIN,15,30,147,181,4,0,0,19,43387
2076,LAC,ATL,23,452,93,40,0,4,0,24,43387
2077,WAS,TB,18,95,56,16,3,2,2,85,43387
2078,CIN,SEA,49,127,25,55,2,9,0,41,43387
2079,HOU,ARI,10,60,94,167,4,8,0,26,43387
2080,BAL,LAC,12,248,16,64,2,2,2,53,43387
2081,GB,LAC,12,393,28,65,1,2,1,98,43396
2082,DAL,PHI,15,29,113,195,1,1,0,47,43396
2083,PHI,SEA,31,358,22,114,1,5,2,67,43396
2084,DET,SEA,18,5,97,2,1,6,0,43,43396
2085,BAL,CHI,41,136,180,86,3,9,2,54,43396
2086,IND,LA,46,424,94,146,4,2,1,17,43396
2087,PIT,BUF,34,334,1,74,4,4,2,31,43396
2088,DET,PHI,29,482,151,129,1,1,2,72,43396
2089,LAC,TB,31,224,21,84,3,9,1,72,43399
2090,KC,CAR,16,239,151,140,1,1,1,80,43399
2091,SEA,DEN,40,241,86,6,0,8,0,63,43399
2092,LAC,BAL,35,228,146,178,3,8,0,23,43399
2093,PIT,TB,46,180,16,128,0,0,1,14,43399
2094,LA,IND,29,438,134,12,0,2,0,11,43399
2095,SF,DET,22,130,31,63,0,5,0,10,43399
2096,TB,DET,45,113,163,153,3,2,0,15,43399
2097,SF,ARI,13,35,137,127,0,7,2,68,43400
2098,NYG,BAL,38,101,84,7,3,4,2,97,43400
2099,LA,NYJ,47,291,0,90,4,0,1,29,43400
2100,MIA,BAL,26,98,23,102,3,8,1,6,43400
2101,HOU,GB,21,136,77,106,4,9,2,36,43400
2102,JAX,BUF,29,398,118,41,1,6,1,65,43400
2103,MIA,WAS,16,247,28,46,3,3,1,83,43400
2104,TB,SEA,14,328,191,113,0,6,0,73,43400
2105,NE,DET,42,183,101,46,1,0,0,86,43404
2106,NO,LA,33,255,182,182,4,9,1,97,43404
2107,BUF,HOU,21,494,87,89,1,8,2,21,43404
2108,DAL,HOU,49,493,43,70,2,1,0,35,43404
2109,DAL,NE,35,356,59,14,0,9,0,4,43404
2110,TB,SEA,26,226,64,119,2,6,0,39,43404
2111,CLE,GB,44,187,60,81,1,5,2,31,43404
2112,SEA,TEN,28,372,71,188,2,9,1,89,43404
2113,PIT,BAL,42,256,199,181,0,8,2,52,43405
2114,CLE,LV,12,48,30,10,1,1,0,21,43405
2115,SF,ATL,12,475,145,190,3,9,0,70,43405
2116,KC,SF,49,356,9,61,3,8,2,28,43405
2117,WAS,NE,15,497,10,175,4,4,2,8,43405
2118,NYG,SF,37,127,196,17,3,1,0,52,43405
2119,WAS,LAC,22,137,95,108,2,5,0,96,43405
2120,JAX,NYJ,22,156,14,108,0,1,1,64,43405
2121,CAR,PIT,38,56,86,131,3,5,0,1,43409
2122,CAR,TEN,16,201,120,188,4,3,0,33,43409
2123,DEN,CLE,33,106,91,174,1,9,1,26,43409
2124,JAX,NYG,34,491,78,59,4,5,0,61,43409
2125,SF,DEN,35,495,32,158,4,5,2,15,43409
2126,NE,MIN,18,260,93,188,4,4,1,34,43409
2127,BUF,NYJ,45,373,174,84,1,1,1,62,43409
2128,HOU,MIA,46,421,2,58,0,3,0,99,43409
2129,CLE,DET,31,364,44,50,3,7,0,79,43411
2130,ARI,SF,14,395,165,117,1,2,2,98,43411
2131,PHI,NO,17,154,148,183,2,9,2,44,43411
2132,LV,KC,16,25,131,118,4,6,0,19,43411
2133,IND,MIA,44,109,62,93,1,9,1,55,43411
2134,IND,SEA,46,257,151,14,4,7,1,71,43411
2135,KC,MIN,49,459,10,18,1,2,2,92,43411
2136,HOU,BUF,44,260,99,139,3,5,2,84,43411
2137,GB,IND,38,334,187,60,4,4,2,18,43413
2138,CIN,TEN,31,64,147,14,2,9,0,65,43413
2139,GB,NYJ,19,188,81,153,3,6,0,84,43413
2140,DAL,GB,44,210,72,195,3,2,1,95,43413
2141,DET,SEA,46,478,176,183,2,2,0,2,43413
2142,CIN,SEA,34,437,16,78,2,1,0,70,43413
2143,SF,NYG,19,106,120,182,3,5,0,18,43413
2144,TB,BUF,48,435,114,131,3,4,0,51,43413
2145,BAL,GB,36,98,144,67,3,5,2,78,43415
2146,BAL,CAR,11,331,41,136,3,9,1,40,43415
2147,IND,MIN,30,280,100,60,4,7,1,22,43415
2148,DET,CIN,38,412,196,66,3,1,1,36,43415
2149,CHI,WAS,39,299,162,150,1,5,2,83,43415
2150,DET,CHI,32,469,110,101,3,3,2,94,43415
2151,LA,BUF,22,62,53,175,1,4,2,91,43415
2152,PIT,WAS,18,43,70,11,3,9,0,54,43415
2153,MIN,NE,17,365,181,14,4,4,1,3,43424
2154,CAR,KC,41,201,70,87,4,0,1,94,43424
2155,MIA,IND,10,379,90,11,0,8,2,79,43424
2156,TEN,LV,30,389,193,4,2,0,0,45,43424
2157,LA,JAX,40,117,21,130,4,4,0,21,43424
2158,CLE,NYJ,49,359,64,192,0,0,1,88,43424
2159,CAR,MIN,18,481,149,54,2,8,0,79,43424
2160,PIT,DAL,25,68,96,157,1,7,2,0,43424
2161,DET,LAC,21,412,112,171,0,9,2,77,43426
2162,IND,HOU,18,467,40,118,3,1,1,19,43426
2163,DET,WAS,28,24,18,148,3,4,0,67,43426
2164,PHI,CIN,32,386,194,55,0,1,0,80,43426
2165,ARI,ATL,37,427,89,25,4,9,0,73,43426
2166,CAR,KC,24,405,143,198,1,7,2,96,43426
2167,KC,WAS,13,426,176,113,2,8,1,67,43426
2168,NO,NYG,47,75,39,80,4,0,1,48,43426
2169,CLE,LA,47,267,142,9,2,3,1,39,43433
2170,PIT,CHI,36,291,56,166,0,8,1,61,43433
2171,TEN,JAX,12,303,199,138,0,9,0,15,43433
2172,LAC,MIN,28,337,169,105,1,6,2,23,43433
2173,KC,CAR,23,302,54,42,4,0,0,6,43433
2174,GB,TB,38,353,137,83,2,5,0,67,43433
2175,KC,PIT,46,399,86,173,1,9,2,27,43433
2176,SEA,TEN,47,131,24,189,2,4,0,44,43433
2177,DAL,CHI,41,163,130,90,1,4,2,55,43435
2178,TEN,MIN,48,191,19,162,1,1,0,41,43435
2179,BUF,NYG,17,282,58,18,2,7,0,92,43435
2180,SF,ATL,21,28,106,43,1,3,0,12,43435
2181,CIN,SF,35,163,48,126,4,7,0,72,43435
2182,TB,SF,43,379,122,99,0,1,2,18,43435
2183,PHI,IND,28,250,153,41,3,8,2,17,43435
2184,CAR,BAL,42,233,50,72,0,7,1,85,43435
2185,TEN,ARI,44,355,151,91,3,6,2,49,43436
2186,PHI,DAL,31,445,73,122,1,9,1,89,43436
2187,MIA,NE,35,117,59,16,2,7,2,58,43436
2188,CLE,TB,45,161,183,158,2,5,0,9,43436
2189,TEN,NO,23,204,83,195,0,6,0,25,43436
2190,IND,ATL,17,67,47,191,2,5,1,39,43436
2191,NE,WAS,35,7,165,136,4,1,2,65,43436
2192,LAC,GB,39,121,52,29,4,2,2,53,43436
2193,NYG,HOU,25,148,118,16,0,3,2,71,43441
2194,PHI,HOU,46,388,115,60,1,8,1,34,43441
2195,DET,DEN,31,152,74,38,4,8,0,35,43441
2196,NE,MIN,11,114,180,72,1,9,2,80,43441
2197,MIN,PIT,11,286,65,63,1,9,2,87,43441
2198,LA,CHI,45,206,89,81,3,3,1,57,43441
2199,CLE,NYJ,44,449,19,128,2,3,0,89,43441
2200,MIA,IND,20,67,105,67,0,5,2,96,43441
2201,WAS,JAX,13,121,50,155,0,8,1,76,43445
2202,DEN,SEA,25,191,191,86,4,1,1,74,43445
2203,ARI,CAR,21,160,2,50,3,7,1,98,43445
2204,PHI,DEN,42,30,110,148,0,9,0,56,43445
2205,SEA,GB,11,383,176,92,0,6,2,34,43445
2206,LAC,CIN,25,75,59,2,0,0,0,80,43445
2207,ARI,DET,45,347,120,4,0,6,0,69,43445
2208,PHI,KC,34,453,127,194,1,7,2,44,43445
2209,IND,MIN,23,101,52,123,2,4,2,93,43454
2210,KC,MIA,41,84,68,28,1,6,2,38,43454
2211,NO,IND,20,380,79,137,4,0,2,19,43454
2212,LV,ATL,29,166,155,90,3,4,2,62,43454
2213,TEN,PHI,12,135,112,85,0,2,0,41,43454
2214,LAC,TEN,19,481,170,162,2,9,2,81,43454
2215,GB,KC,32,229,1,91,4,5,1,0,43454
2216,KC,BUF,35,271,182,97,0,3,2,77,43454
2217,SF,MIA,37,332,101,170,2,9,1,30,43455
2218,NYG,ARI,23,390,97,5,4,2,2,9,43455
2219,CIN,SF,20,469,151,75,4,9,0,16,43455
2220,JAX,KC,26,10,81,147,3,2,1,63,43455
2221,SF,NO,43,379,98,165,4,2,0,53,43455
2222,MIN,PIT,33,287,96,153,0,8,1,27,43455
2223,KC,BAL,11,366,83,137,0,5,0,32,43455
2224,KC,CHI,10,225,71,33,2,1,1,97,43455
2225,TB,LAC,49,152,163,77,3,2,0,73,43478
2226,NYJ,MIN,14,224,21,85,4,6,1,49,43478
2227,GB,CHI,47,479,102,123,2,8,2,97,43478
2228,IND,CHI,12,113,66,110,4,0,0,75,43478
2229,MIN,GB,37,147,178,67,0,5,2,30,43478
2230,BUF,DEN,17,237,190,80,0,7,0,51,43478
2231,DET,TB,37,305,70,175,3,8,1,50,43478
2232,DAL,HOU,49,366,125,30,4,3,1,30,43478
2233,KC,PIT,42,421,40,161,0,7,1,46,43484
2234,CHI,TEN,17,147,154,35,4,9,1,2,43484
2235,JAX,DEN,26,110,80,133,1,9,2,33,43484
2236,DET,DEN,20,483,191,82,1,8,1,52,43484
2237,IND,ATL,46,112,95,144,0,5,1,80,43484
2238,TEN,JAX,11,430,125,149,3,8,2,91,43484
2239,ATL,PIT,13,373,192,52,1,3,2,8,43484
2240,LA,TB,24,116,33,29,3,3,0,25,43484
2241,PIT,DEN,47,110,194,130,2,2,2,78,43487
2242,NYG,LV,13,392,82,103,2,9,2,51,43487
2243,PHI,JAX,49,369,40,156,3,4,0,81,43487
2244,LV,WAS,24,475,124,178,3,0,0,87,43487
2245,NE,SF,45,34,27,177,0,4,0,13,43487
2246,BAL,LA,39,25,104,56,0,3,1,77,43487
2247,WAS,BAL,27,171,71,45,2,2,2,51,43487
2248,CIN,KC,49,39,37,108,3,5,0,40,43487
2249,DET,SF,33,64,102,186,3,5,2,81,43495
2250,LAC,SEA,26,218,103,35,4,8,2,86,43495
2251,CLE,LA,33,491,14,116,3,1,0,65,43495
2252,PIT,CLE,43,361,192,51,4,2,1,35,43495
2253,CAR,DET,46,438,118,15,4,2,2,49,43495
2254,CIN,TB,32,348,192,63,3,9,1,59,43495
2255,SEA,WAS,48,220,124,155,1,3,2,57,43495
2256,NYJ,WAS,14,191,83,73,3,1,0,11,43495
2257,HOU,TEN,33,209,58,56,1,7,0,64,43496
2258,IND,HOU,27,491,137,23,3,7,2,64,43496
2259,ARI,DAL,19,418,60,124,1,1,1,65,43496
2260,GB,ATL,42,404,126,98,2,2,0,25,43496
2261,WAS,MIN,21,187,198,65,0,9,2,55,43496
2262,MIN,NYJ,12,406,172,75,2,5,1,84,43496
2263,WAS,JAX,43,420,60,86,2,7,1,60,43496
2264,SEA,NE,34,65,87,21,1,1,0,70,43496
2265,ARI,SF,11,141,43,195,0,0,0,65,43497
2266,NE,PHI,18,355,177,114,4,1,2,11,43497
2267,TB,PIT,11,85,101,190,0,0,0,81,43497
2268,LA,NYG,20,85,194,83,2,5,0,92,43497
2269,TB,LV,15,438,94,171,0,5,2,42,43497
2270,BUF,CLE,38,122,11,156,2,4,2,75,43497
2271,PHI,DAL,22,66,191,178,1,0,0,3,43497
2272,PIT,HOU,43,80,167,151,0,2,2,70,43497
2273,TEN,NYG,47,180,147,194,2,6,0,57,43503
2274,DEN,CIN,35,338,113,19,3,1,1,88,43503
2275,PIT,ARI,23,216,151,142,0,6,0,7,43503
2276,MIA,KC,22,307,35,83,4,9,2,38,43503
2277,ARI,JAX,48,229,44,121,0,9,0,50,43503
2278,WAS,SF,31,352,68,178,4,4,1,82,43503
2279,NO,CAR,30,252,126,77,4,9,0,42,43503
